id,comuna,barrio,tipo_negocio,categoria,cantidad_actual,fecha_recoleccion
1550,11,Laureles,restaurantes,alimentos,100,2026-03
1551,11,Laureles,tiendas,retail,89,2026-03
1552,11,Laureles,supermercados,retail,55,2026-03
1553,11,Laureles,charcuterias,alimentos,80,2026-03
1554,11,Laureles,licoreras,retail,69,2026-03
1555,11,Laureles,veterinarias,servicios,42,2026-03
1556,11,Laureles,peluquerias,servicios,109,2026-03
1557,11,Laureles,droguerias,servicios,22,2026-03
1558,11,Laureles,cacharrerias,retail,44,2026-03
1559,11,Laureles,panaderias,alimentos,31,2026-03
1560,11,Laureles,ferreterias,retail,82,2026-03
1561,11,Estadio,cafeterias,alimentos,112,2026-03
1562,11,Estadio,restaurantes,alimentos,68,2026-03
1563,11,Estadio,tiendas,retail,80,2026-03
1564,11,Estadio,supermercados,retail,78,2026-03
1565,11,Estadio,charcuterias,alimentos,6,2026-03
1566,11,Estadio,licoreras,retail,52,2026-03
1567,11,Estadio,veterinarias,servicios,68,2026-03
1568,11,Estadio,peluquerias,servicios,32,2026-03
1569,11,Estadio,droguerias,servicios,19,2026-03
1570,11,Estadio,cacharrerias,retail,72,2026-03
1571,11,Estadio,panaderias,alimentos,56,2026-03
1572,11,Estadio,ferreterias,retail,100,2026-03
1573,11,Conquistadores,cafeterias,alimentos,105,2026-03
1574,11,Conquistadores,restaurantes,alimentos,16,2026-03
1575,11,Conquistadores,tiendas,retail,103,2026-03
1576,11,Conquistadores,supermercados,retail,58,2026-03
1577,11,Conquistadores,charcuterias,alimentos,59,2026-03
1578,11,Conquistadores,licoreras,retail,65,2026-03
1579,11,Conquistadores,veterinarias,servicios,79,2026-03
1580,11,Conquistadores,peluquerias,servicios,56,2026-03
1581,11,Conquistadores,droguerias,servicios,61,2026-03
1582,11,Conquistadores,cacharrerias,retail,40,2026-03
1583,11,Conquistadores,panaderias,alimentos,63,2026-03
1584,11,Conquistadores,ferreterias,retail,77,2026-03
1585,12,La America,cafeterias,alimentos,51,2026-03
1586,12,La America,restaurantes,alimentos,112,2026-03
1587,12,La America,tiendas,retail,15,2026-03
1588,12,La America,supermercados,retail,16,2026-03
1589,12,La America,charcuterias,alimentos,102,2026-03
1590,12,La America,licoreras,retail,59,2026-03
1591,12,La America,veterinarias,servicios,91,2026-03
1592,12,La America,peluquerias,servicios,11,2026-03
1593,12,La America,droguerias,servicios,67,2026-03
1594,12,La America,cacharrerias,retail,80,2026-03
1595,12,La America,panaderias,alimentos,27,2026-03
1596,12,La America,ferreterias,retail,78,2026-03
1597,12,Ferrini,cafeterias,alimentos,109,2026-03
1598,12,Ferrini,restaurantes,alimentos,97,2026-03
1599,12,Ferrini,tiendas,retail,32,2026-03
1600,12,Ferrini,supermercados,retail,5,2026-03
1601,12,Ferrini,charcuterias,alimentos,89,2026-03
1602,12,Ferrini,licoreras,retail,58,2026-03
1603,12,Ferrini,veterinarias,servicios,22,2026-03
1604,12,Ferrini,peluquerias,servicios,56,2026-03
1605,12,Ferrini,droguerias,servicios,82,2026-03
1606,12,Ferrini,cacharrerias,retail,88,2026-03
1607,12,Ferrini,panaderias,alimentos,88,2026-03
1608,12,Ferrini,ferreterias,retail,22,2026-03
1609,12,Calasanz,cafeterias,alimentos,88,2026-03
1610,12,Calasanz,restaurantes,alimentos,55,2026-03
1611,12,Calasanz,tiendas,retail,25,2026-03
1612,12,Calasanz,supermercados,retail,19,2026-03
1613,12,Calasanz,charcuterias,alimentos,34,2026-03
1614,12,Calasanz,licoreras,retail,93,2026-03
1615,12,Calasanz,veterinarias,servicios,55,2026-03
1616,12,Calasanz,peluquerias,servicios,40,2026-03
1617,12,Calasanz,droguerias,servicios,34,2026-03
1618,12,Calasanz,cacharrerias,retail,31,2026-03
1619,12,Calasanz,panaderias,alimentos,95,2026-03
1620,12,Calasanz,ferreterias,retail,110,2026-03
1621,13,San Javier,cafeterias,alimentos,15,2026-03
1622,13,San Javier,restaurantes,alimentos,111,2026-03
1623,13,San Javier,tiendas,retail,93,2026-03
1624,13,San Javier,supermercados,retail,64,2026-03
1625,13,San Javier,charcuterias,alimentos,113,2026-03
1626,13,San Javier,licoreras,retail,78,2026-03
1627,13,San Javier,veterinarias,servicios,45,2026-03
1628,13,San Javier,peluquerias,servicios,37,2026-03
1629,13,San Javier,droguerias,servicios,99,2026-03
1630,13,San Javier,cacharrerias,retail,40,2026-03
1631,13,San Javier,panaderias,alimentos,64,2026-03
1632,13,San Javier,ferreterias,retail,91,2026-03
1633,13,El Salado,cafeterias,alimentos,84,2026-03
1634,13,El Salado,restaurantes,alimentos,84,2026-03
1635,13,El Salado,tiendas,retail,97,2026-03
1636,13,El Salado,supermercados,retail,10,2026-03
1637,13,El Salado,charcuterias,alimentos,28,2026-03
1638,13,El Salado,licoreras,retail,26,2026-03
1639,13,El Salado,veterinarias,servicios,84,2026-03
1640,13,El Salado,peluquerias,servicios,86,2026-03
1641,13,El Salado,droguerias,servicios,96,2026-03
1642,13,El Salado,cacharrerias,retail,100,2026-03
1643,13,El Salado,panaderias,alimentos,62,2026-03
1644,13,El Salado,ferreterias,retail,44,2026-03
1645,13,20 de Julio,cafeterias,alimentos,78,2026-03
1646,13,20 de Julio,restaurantes,alimentos,26,2026-03
1647,13,20 de Julio,tiendas,retail,101,2026-03
1648,13,20 de Julio,supermercados,retail,9,2026-03
1649,13,20 de Julio,charcuterias,alimentos,60,2026-03
1650,13,20 de Julio,licoreras,retail,73,2026-03
1651,13,20 de Julio,veterinarias,servicios,66,2026-03
1652,13,20 de Julio,peluquerias,servicios,108,2026-03
1653,13,20 de Julio,droguerias,servicios,114,2026-03
1654,13,20 de Julio,cacharrerias,retail,102,2026-03
1655,13,20 de Julio,panaderias,alimentos,39,2026-03
1656,13,20 de Julio,ferreterias,retail,20,2026-03
1657,14,El Poblado,cafeterias,alimentos,38,2026-03
1658,14,El Poblado,restaurantes,alimentos,8,2026-03
1659,14,El Poblado,tiendas,retail,82,2026-03
1660,14,El Poblado,supermercados,retail,91,2026-03
1661,14,El Poblado,charcuterias,alimentos,24,2026-03
1662,14,El Poblado,licoreras,retail,103,2026-03
1663,14,El Poblado,veterinarias,servicios,13,2026-03
1664,14,El Poblado,peluquerias,servicios,101,2026-03
1665,14,El Poblado,droguerias,servicios,104,2026-03
1666,14,El Poblado,cacharrerias,retail,22,2026-03
1667,14,El Poblado,panaderias,alimentos,46,2026-03
1668,14,El Poblado,ferreterias,retail,44,2026-03
1669,14,Provenza,cafeterias,alimentos,95,2026-03
1670,14,Provenza,restaurantes,alimentos,100,2026-03
1671,14,Provenza,tiendas,retail,64,2026-03
1672,14,Provenza,supermercados,retail,51,2026-03
1673,14,Provenza,charcuterias,alimentos,44,2026-03
1674,14,Provenza,licoreras,retail,65,2026-03
1675,14,Provenza,veterinarias,servicios,71,2026-03
1676,14,Provenza,peluquerias,servicios,49,2026-03
1677,14,Provenza,droguerias,servicios,97,2026-03
1678,14,Provenza,cacharrerias,retail,30,2026-03
1679,14,Provenza,panaderias,alimentos,30,2026-03
1680,14,Provenza,ferreterias,retail,90,2026-03
1681,14,Manila,cafeterias,alimentos,48,2026-03
1682,14,Manila,restaurantes,alimentos,94,2026-03
1683,14,Manila,tiendas,retail,82,2026-03
1684,14,Manila,supermercados,retail,62,2026-03
1685,14,Manila,charcuterias,alimentos,113,2026-03
1686,14,Manila,licoreras,retail,16,2026-03
1687,14,Manila,veterinarias,servicios,49,2026-03
1688,14,Manila,peluquerias,servicios,31,2026-03
1689,14,Manila,droguerias,servicios,116,2026-03
1690,14,Manila,cacharrerias,retail,113,2026-03
1691,14,Manila,panaderias,alimentos,72,2026-03
1692,14,Manila,ferreterias,retail,79,2026-03
1693,15,Guayabal,cafeterias,alimentos,83,2026-03
1694,15,Guayabal,restaurantes,alimentos,97,2026-03
1695,15,Guayabal,tiendas,retail,95,2026-03
1696,15,Guayabal,supermercados,retail,91,2026-03
1697,15,Guayabal,charcuterias,alimentos,41,2026-03
1698,15,Guayabal,licoreras,retail,78,2026-03
1699,15,Guayabal,veterinarias,servicios,37,2026-03
1700,15,Guayabal,peluquerias,servicios,61,2026-03
1701,15,Guayabal,droguerias,servicios,60,2026-03
1702,15,Guayabal,cacharrerias,retail,105,2026-03
1703,15,Guayabal,panaderias,alimentos,50,2026-03
1704,15,Guayabal,ferreterias,retail,117,2026-03
1705,15,Trinidad,cafeterias,alimentos,82,2026-03
1706,15,Trinidad,restaurantes,alimentos,9,2026-03
1707,15,Trinidad,tiendas,retail,119,2026-03
1708,15,Trinidad,supermercados,retail,8,2026-03
1709,15,Trinidad,charcuterias,alimentos,91,2026-03
1710,15,Trinidad,licoreras,retail,118,2026-03
1711,15,Trinidad,veterinarias,servicios,61,2026-03
1712,15,Trinidad,peluquerias,servicios,103,2026-03
1713,15,Trinidad,droguerias,servicios,15,2026-03
1714,15,Trinidad,cacharrerias,retail,72,2026-03
1715,15,Trinidad,panaderias,alimentos,67,2026-03
1716,15,Trinidad,ferreterias,retail,96,2026-03
1717,15,Cristo Rey,cafeterias,alimentos,45,2026-03
1718,15,Cristo Rey,restaurantes,alimentos,9,2026-03
1719,15,Cristo Rey,tiendas,retail,94,2026-03
1720,15,Cristo Rey,supermercados,retail,43,2026-03
1721,15,Cristo Rey,charcuterias,alimentos,51,2026-03
1722,15,Cristo Rey,licoreras,retail,88,2026-03
1723,15,Cristo Rey,veterinarias,servicios,62,2026-03
1724,15,Cristo Rey,peluquerias,servicios,70,2026-03
1725,15,Cristo Rey,droguerias,servicios,22,2026-03
1726,15,Cristo Rey,cacharrerias,retail,53,2026-03
1727,15,Cristo Rey,panaderias,alimentos,86,2026-03
1728,15,Cristo Rey,ferreterias,retail,105,2026-03
1729,16,Belen,cafeterias,alimentos,98,2026-03
1730,16,Belen,restaurantes,alimentos,31,2026-03
1731,16,Belen,tiendas,retail,16,2026-03
1732,16,Belen,supermercados,retail,71,2026-03
1733,16,Belen,charcuterias,alimentos,81,2026-03
1734,16,Belen,licoreras,retail,63,2026-03
1735,16,Belen,veterinarias,servicios,104,2026-03
1736,16,Belen,peluquerias,servicios,117,2026-03
1737,16,Belen,droguerias,servicios,101,2026-03
1738,16,Belen,cacharrerias,retail,14,2026-03
1739,16,Belen,panaderias,alimentos,26,2026-03
1740,16,Belen,ferreterias,retail,100,2026-03
1741,16,Belen Rincon,cafeterias,alimentos,73,2026-03
1742,16,Belen Rincon,restaurantes,alimentos,101,2026-03
1743,16,Belen Rincon,tiendas,retail,40,2026-03
1744,16,Belen Rincon,supermercados,retail,99,2026-03
1745,16,Belen Rincon,charcuterias,alimentos,110,2026-03
1746,16,Belen Rincon,licoreras,retail,55,2026-03
1747,16,Belen Rincon,veterinarias,servicios,7,2026-03
1748,16,Belen Rincon,peluquerias,servicios,37,2026-03
1749,16,Belen Rincon,droguerias,servicios,7,2026-03
1750,16,Belen Rincon,cacharrerias,retail,49,2026-03
1751,16,Belen Rincon,panaderias,alimentos,70,2026-03
1752,16,Belen Rincon,ferreterias,retail,5,2026-03
1753,16,Loma de los Bernal,cafeterias,alimentos,36,2026-03
1754,16,Loma de los Bernal,restaurantes,alimentos,57,2026-03
1755,16,Loma de los Bernal,tiendas,retail,61,2026-03
1756,16,Loma de los Bernal,supermercados,retail,100,2026-03
1757,16,Loma de los Bernal,charcuterias,alimentos,53,2026-03
1758,16,Loma de los Bernal,licoreras,retail,60,2026-03
1759,16,Loma de los Bernal,veterinarias,servicios,101,2026-03
1760,16,Loma de los Bernal,peluquerias,servicios,110,2026-03
1761,16,Loma de los Bernal,droguerias,servicios,86,2026-03
1762,16,Loma de los Bernal,cacharrerias,retail,102,2026-03
1763,16,Loma de los Bernal,panaderias,alimentos,43,2026-03
1764,16,Loma de los Bernal,ferreterias,retail,40,2026-03
1765,1,Popular,cafeterias,alimentos,5,2026-03
1766,1,Popular,restaurantes,alimentos,15,2026-03
1767,1,Popular,tiendas,retail,78,2026-03
1768,1,Popular,supermercados,retail,20,2026-03
1769,1,Popular,charcuterias,alimentos,120,2026-03
1770,1,Popular,licoreras,retail,22,2026-03
1771,1,Popular,veterinarias,servicios,111,2026-03
1772,1,Popular,peluquerias,servicios,15,2026-03
1773,1,Popular,droguerias,servicios,82,2026-03
1774,1,Popular,cacharrerias,retail,10,2026-03
1775,1,Popular,panaderias,alimentos,90,2026-03
1776,1,Popular,ferreterias,retail,80,2026-03
1777,1,Santo Domingo Savio,cafeterias,alimentos,19,2026-03
1778,1,Santo Domingo Savio,restaurantes,alimentos,100,2026-03
1779,1,Santo Domingo Savio,tiendas,retail,20,2026-03
1780,1,Santo Domingo Savio,supermercados,retail,91,2026-03
1781,1,Santo Domingo Savio,charcuterias,alimentos,35,2026-03
1782,1,Santo Domingo Savio,licoreras,retail,82,2026-03
1783,1,Santo Domingo Savio,veterinarias,servicios,42,2026-03
1784,1,Santo Domingo Savio,peluquerias,servicios,43,2026-03
1785,1,Santo Domingo Savio,droguerias,servicios,7,2026-03
1786,1,Santo Domingo Savio,cacharrerias,retail,22,2026-03
1787,1,Santo Domingo Savio,panaderias,alimentos,15,2026-03
1788,1,Santo Domingo Savio,ferreterias,retail,15,2026-03
1789,1,Granizal,cafeterias,alimentos,12,2026-03
1790,1,Granizal,restaurantes,alimentos,44,2026-03
1791,1,Granizal,tiendas,retail,101,2026-03
1792,1,Granizal,supermercados,retail,26,2026-03
1793,1,Granizal,charcuterias,alimentos,60,2026-03
1794,1,Granizal,licoreras,retail,104,2026-03
1795,1,Granizal,veterinarias,servicios,118,2026-03
1796,1,Granizal,peluquerias,servicios,54,2026-03
1797,1,Granizal,droguerias,servicios,79,2026-03
1798,1,Granizal,cacharrerias,retail,38,2026-03
1799,1,Granizal,panaderias,alimentos,7,2026-03
1800,1,Granizal,ferreterias,retail,108,2026-03
1801,2,Santa Cruz,cafeterias,alimentos,118,2026-03
1802,2,Santa Cruz,restaurantes,alimentos,120,2026-03
1803,2,Santa Cruz,tiendas,retail,113,2026-03
1804,2,Santa Cruz,supermercados,retail,105,2026-03
1805,2,Santa Cruz,charcuterias,alimentos,6,2026-03
1806,2,Santa Cruz,licoreras,retail,66,2026-03
1807,2,Santa Cruz,veterinarias,servicios,96,2026-03
1808,2,Santa Cruz,peluquerias,servicios,8,2026-03
1809,2,Santa Cruz,droguerias,servicios,11,2026-03
1810,2,Santa Cruz,cacharrerias,retail,112,2026-03
1811,2,Santa Cruz,panaderias,alimentos,96,2026-03
1812,2,Santa Cruz,ferreterias,retail,9,2026-03
1813,2,La Rosa,cafeterias,alimentos,41,2026-03
1814,2,La Rosa,restaurantes,alimentos,114,2026-03
1815,2,La Rosa,tiendas,retail,79,2026-03
1816,2,La Rosa,supermercados,retail,74,2026-03
1817,2,La Rosa,charcuterias,alimentos,84,2026-03
1818,2,La Rosa,licoreras,retail,36,2026-03
1819,2,La Rosa,veterinarias,servicios,21,2026-03
1820,2,La Rosa,peluquerias,servicios,89,2026-03
1821,2,La Rosa,droguerias,servicios,8,2026-03
1822,2,La Rosa,cacharrerias,retail,63,2026-03
1823,2,La Rosa,panaderias,alimentos,54,2026-03
1824,2,La Rosa,ferreterias,retail,59,2026-03
1825,2,Andalucia,cafeterias,alimentos,19,2026-03
1826,2,Andalucia,restaurantes,alimentos,50,2026-03
1827,2,Andalucia,tiendas,retail,113,2026-03
1828,2,Andalucia,supermercados,retail,33,2026-03
1829,2,Andalucia,charcuterias,alimentos,72,2026-03
1830,2,Andalucia,licoreras,retail,62,2026-03
1831,2,Andalucia,veterinarias,servicios,72,2026-03
1832,2,Andalucia,peluquerias,servicios,34,2026-03
1833,2,Andalucia,droguerias,servicios,54,2026-03
1834,2,Andalucia,cacharrerias,retail,28,2026-03
1835,2,Andalucia,panaderias,alimentos,19,2026-03
1836,2,Andalucia,ferreterias,retail,35,2026-03
1837,3,Manrique Central,cafeterias,alimentos,101,2026-03
1838,3,Manrique Central,restaurantes,alimentos,15,2026-03
1839,3,Manrique Central,tiendas,retail,14,2026-03
1840,3,Manrique Central,supermercados,retail,92,2026-03
1841,3,Manrique Central,charcuterias,alimentos,109,2026-03
1842,3,Manrique Central,licoreras,retail,39,2026-03
1843,3,Manrique Central,veterinarias,servicios,26,2026-03
1844,3,Manrique Central,peluquerias,servicios,104,2026-03
1845,3,Manrique Central,droguerias,servicios,62,2026-03
1846,3,Manrique Central,cacharrerias,retail,22,2026-03
1847,3,Manrique Central,panaderias,alimentos,32,2026-03
1848,3,Manrique Central,ferreterias,retail,33,2026-03
1849,3,Santa Ines,cafeterias,alimentos,22,2026-03
1850,3,Santa Ines,restaurantes,alimentos,96,2026-03
1851,3,Santa Ines,tiendas,retail,51,2026-03
1852,3,Santa Ines,supermercados,retail,93,2026-03
1853,3,Santa Ines,charcuterias,alimentos,101,2026-03
1854,3,Santa Ines,licoreras,retail,12,2026-03
1855,3,Santa Ines,veterinarias,servicios,16,2026-03
1856,3,Santa Ines,peluquerias,servicios,107,2026-03
1857,3,Santa Ines,droguerias,servicios,106,2026-03
1858,3,Santa Ines,cacharrerias,retail,18,2026-03
1859,3,Santa Ines,panaderias,alimentos,34,2026-03
1860,3,Santa Ines,ferreterias,retail,88,2026-03
1861,3,El Raizal,cafeterias,alimentos,85,2026-03
1862,3,El Raizal,restaurantes,alimentos,20,2026-03
1863,3,El Raizal,tiendas,retail,7,2026-03
1864,3,El Raizal,supermercados,retail,9,2026-03
1865,3,El Raizal,charcuterias,alimentos,40,2026-03
1866,3,El Raizal,licoreras,retail,30,2026-03
1867,3,El Raizal,veterinarias,servicios,11,2026-03
1868,3,El Raizal,peluquerias,servicios,76,2026-03
1869,3,El Raizal,droguerias,servicios,85,2026-03
1870,3,El Raizal,cacharrerias,retail,41,2026-03
1871,3,El Raizal,panaderias,alimentos,22,2026-03
1872,3,El Raizal,ferreterias,retail,79,2026-03
1873,3,Zamora,cafeterias,alimentos,80,2026-03
1874,3,Zamora,restaurantes,alimentos,62,2026-03
1875,3,Zamora,tiendas,retail,76,2026-03
1876,3,Zamora,supermercados,retail,66,2026-03
1877,3,Zamora,charcuterias,alimentos,35,2026-03
1878,3,Zamora,licoreras,retail,92,2026-03
1879,3,Zamora,veterinarias,servicios,60,2026-03
1880,3,Zamora,peluquerias,servicios,33,2026-03
1881,3,Zamora,droguerias,servicios,103,2026-03
1882,3,Zamora,cacharrerias,retail,39,2026-03
1883,3,Zamora,panaderias,alimentos,72,2026-03
1884,3,Zamora,ferreterias,retail,75,2026-03
1885,4,Aranjuez,cafeterias,alimentos,78,2026-03
1886,4,Aranjuez,restaurantes,alimentos,46,2026-03
1887,4,Aranjuez,tiendas,retail,92,2026-03
1888,4,Aranjuez,supermercados,retail,45,2026-03
1889,4,Aranjuez,charcuterias,alimentos,61,2026-03
1890,4,Aranjuez,licoreras,retail,17,2026-03
1891,4,Aranjuez,veterinarias,servicios,14,2026-03
1892,4,Aranjuez,peluquerias,servicios,119,2026-03
1893,4,Aranjuez,droguerias,servicios,16,2026-03
1894,4,Aranjuez,cacharrerias,retail,72,2026-03
1895,4,Aranjuez,panaderias,alimentos,103,2026-03
1896,4,Aranjuez,ferreterias,retail,81,2026-03
1897,4,Berlin,cafeterias,alimentos,18,2026-03
1898,4,Berlin,restaurantes,alimentos,28,2026-03
1899,4,Berlin,tiendas,retail,94,2026-03
1900,4,Berlin,supermercados,retail,103,2026-03
1901,4,Berlin,charcuterias,alimentos,98,2026-03
1902,4,Berlin,licoreras,retail,114,2026-03
1903,4,Berlin,veterinarias,servicios,68,2026-03
1904,4,Berlin,peluquerias,servicios,91,2026-03
1905,4,Berlin,droguerias,servicios,63,2026-03
1906,4,Berlin,cacharrerias,retail,19,2026-03
1907,4,Berlin,panaderias,alimentos,112,2026-03
1908,4,Berlin,ferreterias,retail,69,2026-03
1909,4,Moravia,cafeterias,alimentos,107,2026-03
1910,4,Moravia,restaurantes,alimentos,88,2026-03
1911,4,Moravia,tiendas,retail,45,2026-03
1912,4,Moravia,supermercados,retail,75,2026-03
1913,4,Moravia,charcuterias,alimentos,31,2026-03
1914,4,Moravia,licoreras,retail,26,2026-03
1915,4,Moravia,veterinarias,servicios,106,2026-03
1916,4,Moravia,peluquerias,servicios,63,2026-03
1917,4,Moravia,droguerias,servicios,30,2026-03
1918,4,Moravia,cacharrerias,retail,106,2026-03
1919,4,Moravia,panaderias,alimentos,119,2026-03
1920,4,Moravia,ferreterias,retail,29,2026-03
1921,5,Castilla,cafeterias,alimentos,26,2026-03
1922,5,Castilla,restaurantes,alimentos,41,2026-03
1923,5,Castilla,tiendas,retail,88,2026-03
1924,5,Castilla,supermercados,retail,5,2026-03
1925,5,Castilla,charcuterias,alimentos,55,2026-03
1926,5,Castilla,licoreras,retail,55,2026-03
1927,5,Castilla,veterinarias,servicios,112,2026-03
1928,5,Castilla,peluquerias,servicios,19,2026-03
1929,5,Castilla,droguerias,servicios,63,2026-03
1930,5,Castilla,cacharrerias,retail,28,2026-03
1931,5,Castilla,panaderias,alimentos,114,2026-03
1932,5,Castilla,ferreterias,retail,111,2026-03
1933,5,Toscana,cafeterias,alimentos,36,2026-03
1934,5,Toscana,restaurantes,alimentos,106,2026-03
1935,5,Toscana,tiendas,retail,25,2026-03
1936,5,Toscana,supermercados,retail,34,2026-03
1937,5,Toscana,charcuterias,alimentos,26,2026-03
1938,5,Toscana,licoreras,retail,38,2026-03
1939,5,Toscana,veterinarias,servicios,94,2026-03
1940,5,Toscana,peluquerias,servicios,117,2026-03
1941,5,Toscana,droguerias,servicios,72,2026-03
1942,5,Toscana,cacharrerias,retail,96,2026-03
1943,5,Toscana,panaderias,alimentos,24,2026-03
1944,5,Toscana,ferreterias,retail,90,2026-03
1945,5,Boyaca,cafeterias,alimentos,112,2026-03
1946,5,Boyaca,restaurantes,alimentos,11,2026-03
1947,5,Boyaca,tiendas,retail,18,2026-03
1948,5,Boyaca,supermercados,retail,119,2026-03
1949,5,Boyaca,charcuterias,alimentos,52,2026-03
1950,5,Boyaca,licoreras,retail,54,2026-03
1951,5,Boyaca,veterinarias,servicios,52,2026-03
1952,5,Boyaca,peluquerias,servicios,25,2026-03
1953,5,Boyaca,droguerias,servicios,41,2026-03
1954,5,Boyaca,cacharrerias,retail,67,2026-03
1955,5,Boyaca,panaderias,alimentos,69,2026-03
1956,5,Boyaca,ferreterias,retail,84,2026-03
1957,6,Doce de Octubre,cafeterias,alimentos,50,2026-03
1958,6,Doce de Octubre,restaurantes,alimentos,38,2026-03
1959,6,Doce de Octubre,tiendas,retail,30,2026-03
1960,6,Doce de Octubre,supermercados,retail,58,2026-03
1961,6,Doce de Octubre,charcuterias,alimentos,72,2026-03
1962,6,Doce de Octubre,licoreras,retail,88,2026-03
1963,6,Doce de Octubre,veterinarias,servicios,76,2026-03
1964,6,Doce de Octubre,peluquerias,servicios,36,2026-03
1965,6,Doce de Octubre,droguerias,servicios,87,2026-03
1966,6,Doce de Octubre,cacharrerias,retail,13,2026-03
1967,6,Doce de Octubre,panaderias,alimentos,50,2026-03
1968,6,Doce de Octubre,ferreterias,retail,9,2026-03
1969,6,Pedregal,cafeterias,alimentos,96,2026-03
1970,6,Pedregal,restaurantes,alimentos,86,2026-03
1971,6,Pedregal,tiendas,retail,108,2026-03
1972,6,Pedregal,supermercados,retail,55,2026-03
1973,6,Pedregal,charcuterias,alimentos,103,2026-03
1974,6,Pedregal,licoreras,retail,34,2026-03
1975,6,Pedregal,veterinarias,servicios,110,2026-03
1976,6,Pedregal,peluquerias,servicios,67,2026-03
1977,6,Pedregal,droguerias,servicios,75,2026-03
1978,6,Pedregal,cacharrerias,retail,82,2026-03
1979,6,Pedregal,panaderias,alimentos,10,2026-03
1980,6,Pedregal,ferreterias,retail,104,2026-03
1981,6,Santander,cafeterias,alimentos,37,2026-03
1982,6,Santander,restaurantes,alimentos,96,2026-03
1983,6,Santander,tiendas,retail,82,2026-03
1984,6,Santander,supermercados,retail,98,2026-03
1985,6,Santander,charcuterias,alimentos,40,2026-03
1986,6,Santander,licoreras,retail,100,2026-03
1987,6,Santander,veterinarias,servicios,43,2026-03
1988,6,Santander,peluquerias,servicios,40,2026-03
1989,6,Santander,droguerias,servicios,73,2026-03
1990,6,Santander,cacharrerias,retail,18,2026-03
1991,6,Santander,panaderias,alimentos,59,2026-03
1992,6,Santander,ferreterias,retail,40,2026-03
1993,7,Robledo,cafeterias,alimentos,19,2026-03
1994,7,Robledo,restaurantes,alimentos,106,2026-03
1995,7,Robledo,tiendas,retail,116,2026-03
1996,7,Robledo,supermercados,retail,10,2026-03
1997,7,Robledo,charcuterias,alimentos,120,2026-03
1998,7,Robledo,licoreras,retail,16,2026-03
1999,7,Robledo,veterinarias,servicios,59,2026-03
2000,7,Robledo,peluquerias,servicios,25,2026-03
2001,7,Robledo,droguerias,servicios,53,2026-03
2002,7,Robledo,cacharrerias,retail,91,2026-03
2003,7,Robledo,panaderias,alimentos,10,2026-03
2004,7,Robledo,ferreterias,retail,119,2026-03
2005,7,Villa Flora,cafeterias,alimentos,70,2026-03
2006,7,Villa Flora,restaurantes,alimentos,15,2026-03
2007,7,Villa Flora,tiendas,retail,118,2026-03
2008,7,Villa Flora,supermercados,retail,97,2026-03
2009,7,Villa Flora,charcuterias,alimentos,62,2026-03
2010,7,Villa Flora,licoreras,retail,71,2026-03
2011,7,Villa Flora,veterinarias,servicios,59,2026-03
2012,7,Villa Flora,peluquerias,servicios,99,2026-03
2013,7,Villa Flora,droguerias,servicios,111,2026-03
2014,7,Villa Flora,cacharrerias,retail,66,2026-03
2015,7,Villa Flora,panaderias,alimentos,54,2026-03
2016,7,Villa Flora,ferreterias,retail,66,2026-03
2017,7,Altamira,cafeterias,alimentos,69,2026-03
2018,7,Altamira,restaurantes,alimentos,13,2026-03
2019,7,Altamira,tiendas,retail,13,2026-03
2020,7,Altamira,supermercados,retail,47,2026-03
2021,7,Altamira,charcuterias,alimentos,54,2026-03
2022,7,Altamira,licoreras,retail,62,2026-03
2023,7,Altamira,veterinarias,servicios,48,2026-03
2024,7,Altamira,peluquerias,servicios,23,2026-03
2025,7,Altamira,droguerias,servicios,110,2026-03
2026,7,Altamira,cacharrerias,retail,23,2026-03
2027,7,Altamira,panaderias,alimentos,60,2026-03
2028,7,Altamira,ferreterias,retail,83,2026-03
2029,8,Villa Hermosa,cafeterias,alimentos,104,2026-03
2030,8,Villa Hermosa,restaurantes,alimentos,72,2026-03
2031,8,Villa Hermosa,tiendas,retail,57,2026-03
2032,8,Villa Hermosa,supermercados,retail,47,2026-03
2033,8,Villa Hermosa,charcuterias,alimentos,24,2026-03
2034,8,Villa Hermosa,licoreras,retail,37,2026-03
2035,8,Villa Hermosa,veterinarias,servicios,69,2026-03
2036,8,Villa Hermosa,peluquerias,servicios,29,2026-03
2037,8,Villa Hermosa,droguerias,servicios,109,2026-03
2038,8,Villa Hermosa,cacharrerias,retail,111,2026-03
2039,8,Villa Hermosa,panaderias,alimentos,79,2026-03
2040,8,Villa Hermosa,ferreterias,retail,101,2026-03
2041,8,La Mansión,cafeterias,alimentos,18,2026-03
2042,8,La Mansión,restaurantes,alimentos,16,2026-03
2043,8,La Mansión,tiendas,retail,73,2026-03
2044,8,La Mansión,supermercados,retail,47,2026-03
2045,8,La Mansión,charcuterias,alimentos,8,2026-03
2046,8,La Mansión,licoreras,retail,115,2026-03
2047,8,La Mansión,veterinarias,servicios,33,2026-03
2048,8,La Mansión,peluquerias,servicios,48,2026-03
2049,8,La Mansión,droguerias,servicios,19,2026-03
2050,8,La Mansión,cacharrerias,retail,42,2026-03
2051,8,La Mansión,panaderias,alimentos,115,2026-03
2052,8,La Mansión,ferreterias,retail,42,2026-03
2053,8,San Miguel,cafeterias,alimentos,98,2026-03
